"requestid"|"requesttyp"|"requestdat"|"comments"|"usertype"|"near_inter"|"near_str"|"strsegid"|"additional_comments"|"sna_name"|"srvy_address"|"geo_address"|"lat"|"long"|"geo_address_type"|"geo_accuracy"
615|"Lack of Visibility"|"08/02/2018"|"The intersection of Clifton Avenue and Lafayette is extremely dangerous for pedestrians trying to cross Clifton. The curve on Clifton north of the intersection blocks visibility of cars traveling south, and there is no crosswalk marked."|"walks"|"LAFAYETTE CIR & LAFAYETTE AV"|"Clifton Av"|"3266329715132663827632"|"It is equally dangerious to try to pull out on to Clifton Avenue becauese of the lack of visibility to the north"|"Clifton"|"LAFAYETTE CIR & LAFAYETTE AV, Cincinnati, OH, USA"|"LAFAYETTE CIR & LAFAYETTE AV, Cincinnati, OH, USA"|39.159129|-84.453809|"locality,political"|"locality"
615|"Lack of Visibility"|"08/02/2018"|"The intersection of Clifton Avenue and Lafayette is extremely dangerous for pedestrians trying to cross Clifton. The curve on Clifton north of the intersection blocks visibility of cars traveling south, and there is no crosswalk marked."|"walks"|"LAFAYETTE CIR & LAFAYETTE AV"|"Clifton Av"|"3266329715132663827632"|"Need a crosswalk here. We regularly cross with our small children, it is harrowing."|"Clifton"|"LAFAYETTE CIR & LAFAYETTE AV, Cincinnati, OH, USA"|"LAFAYETTE CIR & LAFAYETTE AV, Cincinnati, OH, USA"|39.159129|-84.453809|"locality,political"|"locality"
615|"Lack of Visibility"|"08/02/2018"|"The intersection of Clifton Avenue and Lafayette is extremely dangerous for pedestrians trying to cross Clifton. The curve on Clifton north of the intersection blocks visibility of cars traveling south, and there is no crosswalk marked."|"walks"|"LAFAYETTE CIR & LAFAYETTE AV"|"Clifton Av"|"3266329715132663827632"|"People do need to cross the street somewhere on Clifton Ave.   There is no cross walk within 1/2 to 3/4 mile of this intersection.  We need help from Traffic Engineering on the best place to put a crossing."|"Clifton"|"LAFAYETTE CIR & LAFAYETTE AV, Cincinnati, OH, USA"|"LAFAYETTE CIR & LAFAYETTE AV, Cincinnati, OH, USA"|39.159129|-84.453809|"locality,political"|"locality"
615|"Lack of Visibility"|"08/02/2018"|"The intersection of Clifton Avenue and Lafayette is extremely dangerous for pedestrians trying to cross Clifton. The curve on Clifton north of the intersection blocks visibility of cars traveling south, and there is no crosswalk marked."|"walks"|"LAFAYETTE CIR & LAFAYETTE AV"|"Clifton Av"|"3266329715132663827632"|"Because it is a dangerous intersection, it is EXACTLY the place for a crosswalk"|"Clifton"|"LAFAYETTE CIR & LAFAYETTE AV, Cincinnati, OH, USA"|"LAFAYETTE CIR & LAFAYETTE AV, Cincinnati, OH, USA"|39.159129|-84.453809|"locality,political"|"locality"
615|"Lack of Visibility"|"08/02/2018"|"The intersection of Clifton Avenue and Lafayette is extremely dangerous for pedestrians trying to cross Clifton. The curve on Clifton north of the intersection blocks visibility of cars traveling south, and there is no crosswalk marked."|"walks"|"LAFAYETTE CIR & LAFAYETTE AV"|"Clifton Av"|"3266329715132663827632"|"No one should be crossing Clifton at this point.  This would be a horrible place for a crosswalk."|"Clifton"|"LAFAYETTE CIR & LAFAYETTE AV, Cincinnati, OH, USA"|"LAFAYETTE CIR & LAFAYETTE AV, Cincinnati, OH, USA"|39.159129|-84.453809|"locality,political"|"locality"
646|"Lack of Visibility"|"08/02/2018"|"No sidewalks and hard to see people walking in street, especially at night, because of the hill and curves"|"walks"|"CLIFTON CREST TER & CLIFTON HILLS TER"|"Clifton Hills Av"|"2960769419029616834739"|""|"Clifton"|"CLIFTON CREST TER & CLIFTON HILLS TER, Cincinnati, OH, USA"|"CLIFTON CREST TER & CLIFTON HILLS TER, Cincinnati, OH, USA"|39.148336|-84.534107|"locality,political"|"locality"
652|"Lack of Visibility"|"08/02/2018"|"A four way stop is a needed change here. This is a prime crossing for children going to the playground and walking to/from school. There is poor visibility down the through street Pullan, which cars travel fast down."|"drives"|"PULLAN AV & LANGLAND ST"|"Langland St"|"2980753109629807801396"|""|"Northside"|"PULLAN AV & LANGLAND ST, Cincinnati, OH, USA"|"PULLAN AV & LANGLAND ST, Cincinnati, OH, USA"|39.165729|-84.537892|"locality,political"|"locality"
656|"Lack of Visibility"|"08/02/2018"|"Very little light. With broken sidewalks it is very hard to walk safely."|"walks"|"HOWELL AV & CLIFTON AV"|"Clifton Av"|"3285833253032858702870"|"Very little light is given off by few street lights. Especially on park side."|"CUF"|"HOWELL AV & CLIFTON AV, Cincinnati, OH, USA"|"HOWELL AV & CLIFTON AV, Cincinnati, OH, USA"|39.142728|-84.52157|"locality,political"|"locality"
665|"Lack of Visibility"|"08/02/2018"|"A four way stop is a needed change here. This is a prime crossing for children going to the playground and walking to/from school. There is poor visibility down the through street Pullan, which cars travel fast down."|"drives"|"PULLAN AV & FERGUS ST"|"Fergus St"|"2971250078329812861129"|""|"Northside"|"PULLAN AV & FERGUS ST, Cincinnati, OH, USA"|"PULLAN AV & FERGUS ST, Cincinnati, OH, USA"|39.165729|-84.537892|"locality,political"|"locality"
667|"Lack of Visibility"|"08/02/2018"|"Cars quickly turn right on Tusculum Ave not looking for pedestrians.  I run to the other side, when the light changes, to avoid being hit by a car that wasn't present when I started walking."|"walks"|"COLUMBIA PKWY & TUSCULUM AV"|"Tusculum Av"|"4099146138640994201532"|"Agreed!"|"East End"|"COLUMBIA PKWY & TUSCULUM AV, Cincinnati, OH, USA"|"COLUMBIA PKWY & TUSCULUM AV, Cincinnati, OH, USA"|39.112823|-84.437133|"locality,political"|"locality"
674|"Lack of Visibility"|"08/02/2018"|"There is another street section not shown on this map that allows inbound traffic to continue along spring grove from the wide, high speed section onto the local, narrow, slower portion. A stop sign is needed to slow that through traffic."|"drives"|"WILLIAM P DOOLEY BYPS & SPRING GROVE AV"|"Spring Grove Av"|"3262051886932622608862"|""|"Northside"|"WILLIAM P DOOLEY BYPS & SPRING GROVE AV, Cincinnati, OH, USA"|"WILLIAM P DOOLEY BYPS & SPRING GROVE AV, Cincinnati, OH, USA"|39.124525|-84.536015|"locality,political"|"locality"
679|"Lack of Visibility"|"08/02/2018"|"The angle of the curve, combined with occasional parking on the south side of Ludlow, means that turning off Sherlock onto Ludlow can be a little risky because of poor visibility."|"drives"|"SHERLOCK AV & LUDLOW AV"|"Ludlow Av"|"3274043336632742743222"|"i agree"|"Clifton"|"SHERLOCK AV & LUDLOW AV, Cincinnati, OH, USA"|"SHERLOCK AV & LUDLOW AV, Cincinnati, OH, USA"|39.143677|-84.520597|"locality,political"|"locality"
6853|"Lack of Visibility"|"12/03/2018"|"Eastbound metro buses block the driver's view of the crosswalk"|"travels (other)"|"GRAND AV & PRICE AV"|"Grand Av"|"2883699980828838020754"|""|"East Price Hill"|"GRAND AV & PRICE AV, Cincinnati, OH, USA"|"GRAND AV & PRICE AV, Cincinnati, OH, USA"|39.117171|-84.55995|"locality,political"|"locality"
697|"Lack of Visibility"|"08/02/2018"|"Turning onto Howell from Sherlock can be intimidating because of parked cars blocking the view. Might be nice if the ~No parking from here to intersection~ signs started farther back in all 3 directions."|"drives"|"SHERLOCK AV & HOWELL AV"|"Sherlock Av"|"3283981278432740433366"|"i totally agree- easy to fix"|"Clifton"|"SHERLOCK AV & HOWELL AV, Cincinnati, OH, USA"|"SHERLOCK AV & HOWELL AV, Cincinnati, OH, USA"|39.142728|-84.52157|"locality,political"|"locality"
697|"Lack of Visibility"|"08/02/2018"|"Turning onto Howell from Sherlock can be intimidating because of parked cars blocking the view. Might be nice if the ~No parking from here to intersection~ signs started farther back in all 3 directions."|"drives"|"SHERLOCK AV & HOWELL AV"|"Sherlock Av"|"3283981278432740433366"|"I agree.  I use this intersection regularly and sight lines are very poor."|"Clifton"|"SHERLOCK AV & HOWELL AV, Cincinnati, OH, USA"|"SHERLOCK AV & HOWELL AV, Cincinnati, OH, USA"|39.142728|-84.52157|"locality,political"|"locality"
7169|"Lack of Visibility"|"13/03/2018"|"You cannot see the people coming up the hill here at all."|"drives"|"WILLEY RD & CROSBY RD"|"NEWPINE DR"|"0804359330208048293459"|"put a mirror in!"|"East Walnut Hills"|"WILLEY RD & CROSBY RD, Cincinnati, OH, USA"|"WILLEY RD & CROSBY RD, Cincinnati, OH, USA"|39.130041|-84.422904|"locality,political"|"locality"
72|"Lack of Visibility"|"07/02/2018"|"As you exit Larosa's parking lot there is no visibility to pedestrians in the sidewalk."|"drives"|"ZUMSTEIN AV & MADISON RD"|"Madison Rd"|"4076761255440771602834"|""|"Hyde Park"|"ZUMSTEIN AV & MADISON RD, Cincinnati, OH, USA"|"ZUMSTEIN AV & MADISON RD, Cincinnati, OH, USA"|39.144649|-84.444149|"locality,political"|"locality"
729|"Lack of Visibility"|"08/02/2018"|""|"drives"|"PARK AV & CYPRESS ST"|"Cypress St"|"3704968515137052725068"|""|"East Walnut Hills"|"PARK AV & CYPRESS ST, Cincinnati, OH, USA"|"PARK AV & CYPRESS ST, Cincinnati, OH, USA"|39.226155|-84.555865|"locality,political"|"locality"
758|"Lack of Visibility"|"08/02/2018"|"Turning left into Glenmary is quite difficult due to poor visibility up Glenmary and due to speeding.  Also,  during certain times of day 7:30a, cars traveling towards Vine off Glenmary BLOCK Bishop."|"drives"|"RUTHER AV & GLENMARY AV"|"Glenmary Av"|"3277435358133975713446"|"I agree"|"Clifton"|"RUTHER AV & GLENMARY AV, Cincinnati, OH, USA"|"RUTHER AV & GLENMARY AV, Cincinnati, OH, USA"|39.140729|-84.512089|"locality,political"|"locality"
758|"Lack of Visibility"|"08/02/2018"|"Turning left into Glenmary is quite difficult due to poor visibility up Glenmary and due to speeding.  Also,  during certain times of day 7:30a, cars traveling towards Vine off Glenmary BLOCK Bishop."|"drives"|"RUTHER AV & GLENMARY AV"|"Glenmary Av"|"3277435358133975713446"|"Agree. Love the traffic circle idea."|"Clifton"|"RUTHER AV & GLENMARY AV, Cincinnati, OH, USA"|"RUTHER AV & GLENMARY AV, Cincinnati, OH, USA"|39.140729|-84.512089|"locality,political"|"locality"
758|"Lack of Visibility"|"08/02/2018"|"Turning left into Glenmary is quite difficult due to poor visibility up Glenmary and due to speeding.  Also,  during certain times of day 7:30a, cars traveling towards Vine off Glenmary BLOCK Bishop."|"drives"|"RUTHER AV & GLENMARY AV"|"Glenmary Av"|"3277435358133975713446"|"It is impossible to cross Glenmary at Bishop on foot. I have been nearly run over on a weekly basis from speeding cars coming from both directions on Glenmary. Drivers don?\80\99t seem to have any idea that they should yield to pedestrians."|"Clifton"|"RUTHER AV & GLENMARY AV, Cincinnati, OH, USA"|"RUTHER AV & GLENMARY AV, Cincinnati, OH, USA"|39.140729|-84.512089|"locality,political"|"locality"
758|"Lack of Visibility"|"08/02/2018"|"Turning left into Glenmary is quite difficult due to poor visibility up Glenmary and due to speeding.  Also,  during certain times of day 7:30a, cars traveling towards Vine off Glenmary BLOCK Bishop."|"drives"|"RUTHER AV & GLENMARY AV"|"Glenmary Av"|"3277435358133975713446"|"Vine Glenmary Bishop an Ruther could use a traffic circle. It is a total death trap. The speed limit is 25, it should be 15 but cars go 45."|"Clifton"|"RUTHER AV & GLENMARY AV, Cincinnati, OH, USA"|"RUTHER AV & GLENMARY AV, Cincinnati, OH, USA"|39.140729|-84.512089|"locality,political"|"locality"
758|"Lack of Visibility"|"08/02/2018"|"Turning left into Glenmary is quite difficult due to poor visibility up Glenmary and due to speeding.  Also,  during certain times of day 7:30a, cars traveling towards Vine off Glenmary BLOCK Bishop."|"drives"|"RUTHER AV & GLENMARY AV"|"Glenmary Av"|"3277435358133975713446"|"totally agree! Pedestrians are in serious danger at this intersection. A useable sidewalk with crossing signals would be useful."|"Clifton"|"RUTHER AV & GLENMARY AV, Cincinnati, OH, USA"|"RUTHER AV & GLENMARY AV, Cincinnati, OH, USA"|39.140729|-84.512089|"locality,political"|"locality"
758|"Lack of Visibility"|"08/02/2018"|"Turning left into Glenmary is quite difficult due to poor visibility up Glenmary and due to speeding.  Also,  during certain times of day 7:30a, cars traveling towards Vine off Glenmary BLOCK Bishop."|"drives"|"RUTHER AV & GLENMARY AV"|"Glenmary Av"|"3277435358133975713446"|"There were 3 accidents at this point/intersection within the last 6 months.  Police were seen at 2 - not all accidents are reported - this should be considered. Something needs to be done here before there is a serious accident or a pedestrian is hit"|"Clifton"|"RUTHER AV & GLENMARY AV, Cincinnati, OH, USA"|"RUTHER AV & GLENMARY AV, Cincinnati, OH, USA"|39.140729|-84.512089|"locality,political"|"locality"
758|"Lack of Visibility"|"08/02/2018"|"Turning left into Glenmary is quite difficult due to poor visibility up Glenmary and due to speeding.  Also,  during certain times of day 7:30a, cars traveling towards Vine off Glenmary BLOCK Bishop."|"drives"|"RUTHER AV & GLENMARY AV"|"Glenmary Av"|"3277435358133975713446"|"This intersesction - Glenmary/Bishop/Ruther/Vine is extremely dangerous.  With bus stops within the vicinity - a safe crossing is needed but nowhere in site - vehicles DO NOT yield to the crosswalk."|"Clifton"|"RUTHER AV & GLENMARY AV, Cincinnati, OH, USA"|"RUTHER AV & GLENMARY AV, Cincinnati, OH, USA"|39.140729|-84.512089|"locality,political"|"locality"
758|"Lack of Visibility"|"08/02/2018"|"Turning left into Glenmary is quite difficult due to poor visibility up Glenmary and due to speeding.  Also,  during certain times of day 7:30a, cars traveling towards Vine off Glenmary BLOCK Bishop."|"drives"|"RUTHER AV & GLENMARY AV"|"Glenmary Av"|"3277435358133975713446"|"Speeding is also terrible towards this intersection coming from Glenmary and Vine."|"Clifton"|"RUTHER AV & GLENMARY AV, Cincinnati, OH, USA"|"RUTHER AV & GLENMARY AV, Cincinnati, OH, USA"|39.140729|-84.512089|"locality,political"|"locality"
7809|"Lack of Visibility"|"17/03/2018"|"It is very hazardous to make a left turn from Lafayette Circle on to Clifton Ave."|"drives"|"HARRISON AV & WEST RD"|"W 8TH ST"|"2422355091824227310873"|""|"Clifton"|"HARRISON AV & WEST RD, Cincinnati, OH, USA"|"HARRISON AV & WEST RD, Cincinnati, OH, USA"|39.095735|-84.300899|"locality,political"|"locality"
783|"Lack of Visibility"|"08/02/2018"|"It?\80\99s too dark"|"walks"|"MAGNOLIA ST & ELM ST"|"Magnolia St"|"3315283087733157320956"|""|"Over-the-Rhine"|"MAGNOLIA ST & ELM ST, Cincinnati, OH, USA"|"MAGNOLIA ST & ELM ST, Cincinnati, OH, USA"|39.098846|-84.515727|"locality,political"|"locality"
7841|"Lack of Visibility"|"18/03/2018"|"Not allowed to turn south on Burns going west on Galbraith. But, can cross Galbraith completely and can turn east from Burns onto eastbound Galbraith. Doesn?\80\99t make sense."|"drives"|"CHESTNUT LN & CHESTNUT RIDGE DR"|"WOODSTATE DR"|"2626298074326264030404"|""|"Hartwell"|"CHESTNUT LN & CHESTNUT RIDGE DR, Cincinnati, OH, USA"|"CHESTNUT LN & CHESTNUT RIDGE DR, Cincinnati, OH, USA"|39.070932|-84.400781|"locality,political"|"locality"
79|"Lack of Visibility"|"07/02/2018"|"Fence and hedge at properties on the corner of Glenview and Belmont impede drivers' ability to see oncoming traffic when turning left or right onto Belmont."|"drives"|"GLENVIEW AV & BELMONT AV"|"Glenview Av"|"2805704197627958393244"|"Visibility is dangerous here with the fence and hedge on either side of Glenview. Cars speeding up the hill on Belmont do not help the issue."|"College Hill"|"GLENVIEW AV & BELMONT AV, Cincinnati, OH, USA"|"GLENVIEW AV & BELMONT AV, Cincinnati, OH, USA"|39.194165|-84.550998|"locality,political"|"locality"
79|"Lack of Visibility"|"07/02/2018"|"Fence and hedge at properties on the corner of Glenview and Belmont impede drivers' ability to see oncoming traffic when turning left or right onto Belmont."|"drives"|"GLENVIEW AV & BELMONT AV"|"Glenview Av"|"2805704197627958393244"|"I agree that the large fence on one side of the intersection impedes the view of the driver turning left from Glenview to Belmont. I have seen an increase in near misses since this fence was installed."|"College Hill"|"GLENVIEW AV & BELMONT AV, Cincinnati, OH, USA"|"GLENVIEW AV & BELMONT AV, Cincinnati, OH, USA"|39.194165|-84.550998|"locality,political"|"locality"
79|"Lack of Visibility"|"07/02/2018"|"Fence and hedge at properties on the corner of Glenview and Belmont impede drivers' ability to see oncoming traffic when turning left or right onto Belmont."|"drives"|"GLENVIEW AV & BELMONT AV"|"Glenview Av"|"2805704197627958393244"|"It is dangerous to turn right onto Belmont from the right lane on Glenview. The view of traffic coming from the left is reduced by the hill and further obscured by any large vehicle in the left turning lane. Traffic too fast on Belmont."|"College Hill"|"GLENVIEW AV & BELMONT AV, Cincinnati, OH, USA"|"GLENVIEW AV & BELMONT AV, Cincinnati, OH, USA"|39.194165|-84.550998|"locality,political"|"locality"
79|"Lack of Visibility"|"07/02/2018"|"Fence and hedge at properties on the corner of Glenview and Belmont impede drivers' ability to see oncoming traffic when turning left or right onto Belmont."|"drives"|"GLENVIEW AV & BELMONT AV"|"Glenview Av"|"2805704197627958393244"|"There should be a stop light here.  Too many speeding vehicles on Belmont and it seems folks have to pull out into intersection (from Glenview) to see if there is oncoming traffic"|"College Hill"|"GLENVIEW AV & BELMONT AV, Cincinnati, OH, USA"|"GLENVIEW AV & BELMONT AV, Cincinnati, OH, USA"|39.194165|-84.550998|"locality,political"|"locality"
792|"Lack of Visibility"|"08/02/2018"|"Must pull far out in intersection to see left because of stone wall and overgrown shrubbery, leaving little room between stopped car and oncoming traffic."|"drives"|"GRANDIN RD & STANLEY AV"|"Stanley Av"|"4221093348542214403853"|""|"Mt. Lookout"|"GRANDIN RD & STANLEY AV, Cincinnati, OH, USA"|"GRANDIN RD & STANLEY AV, Cincinnati, OH, USA"|39.126748|-84.440827|"locality,political"|"locality"
