"address_x","lat","long","age","community_council_neighborhood","cpd_neighborhood","crashdate","crashlocation","crashseverity","crashseverityid","datecrashreported","dayofweek","gender","injuries","instanceid","lightconditionsprimary","localreportno","mannerofcrash","roadconditionsprimary","roadcontour","roadsurface","sna_neighborhood","typeofperson","weather","zip","dist","cell_id","lat_cell","long_cell","hood","hood_id"
"71XX READING RD",39.189718,-84.463321,"31-40","N/A","N/A","06/29/2014 02:20:00 AM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"06/29/2014 02:23:00 AM +0000","SUN","F - FEMALE","5 - FATAL","32D027B2-676B-40FD-9D9E-6980F1A90383","4 - DARK - LIGHTED ROADWAY","145005386","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","45237",0.125793051804701,420063,39.1907250346632,-84.4624571447922,"Roselawn",203265
"41XX BEECHMONT AV",39.109681,-84.401063,"61-70","N/A","N/A","09/09/2017 12:45:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"09/09/2017 12:45:00 PM +0000","SAT","M - MALE","5 - FATAL","6554D8A8-1005-4E56-BFF8-7B5A3F5CB715","1 - DAYLIGHT","175013597","2 - REAR-END","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45226",0.159764126245067,150028,39.1119184673824,-84.4014584774662,"East End",273544
"16XX HOPPLE ST",39.138523,-84.548014,"51-60","NORTH FAIRMOUNT","NORTH FAIRMOUNT","02/21/2016 02:22:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"02/21/2016 02:22:00 AM +0000","SUN","M - MALE","5 - FATAL","22A695E4-2710-4DB4-918D-28A229306491","4 - DARK - LIGHTED ROADWAY","165002651","3 - HEAD-ON","02 - WET","1 - STRAIGHT LEVEL","1 - CONCRETE","NORTH FAIRMOUNT","D - DRIVER","4 - RAIN","45225",0.0941246829008834,800040,39.1390006849634,-84.5483072282026,"East Westwood",273574
"24XX MONTANA AV",39.156827,-84.57451,"UNKNOWN","N/A","N/A","02/09/2013 11:40:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"02/09/2013 11:40:00 AM +0000","SAT","M - MALE","5 - FATAL","5753EA37-0932-42C4-889C-82C960DDFED9","1 - DAYLIGHT","135001776","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","4 - CURVE GRADE","1 - CONCRETE","N/A","O - OCCUPANT","1 - CLEAR","45211",0.108454418955641,920048,39.1569957288756,-84.575417785154,"Westwood",204284
"15XX HOPPLE ST",39.137882,-84.549217,"31-40","NORTH FAIRMOUNT","MILLVALE","08/02/2015 12:40:00 AM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"08/02/2015 12:42:00 AM +0000","SUN","F - FEMALE","5 - FATAL","7206AFFA-7390-440E-83D9-0EF738094EE8","4 - DARK - LIGHTED ROADWAY","155010591","6 - ANGLE","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","SOUTH CUMMINSVILLE","O - OCCUPANT","1 - CLEAR","45225",0.0941246829008834,800040,39.1390006849634,-84.5483072282026,"East Westwood",273574
"15XX HOPPLE ST",39.137303,-84.544191,"51-60","N/A","N/A","02/13/2013 02:15:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"02/13/2013 02:16:00 PM +0000","WED","M - MALE","5 - FATAL","B21863E2-A5FA-4AA9-87B5-5B07C76DDF9A","1 - DAYLIGHT","135001954","3 - HEAD-ON","02 - WET","1 - STRAIGHT LEVEL","1 - CONCRETE","N/A","D - DRIVER","6 - SNOW","45225",0.150742666390478,780039,39.136750900973,-84.5437888017806,"Camp Washington",199841
"33XX BROTHERTON RD",39.154254,-84.425411,"61-70","OAKLEY","OAKLEY","08/01/2014 05:30:00 AM +0000","06 - FIVE-POINT, OR MORE","1 - FATAL INJURY",1,"08/01/2014 05:32:00 AM +0000","FRI","M - MALE","5 - FATAL","C3C12B73-4879-4A1D-B345-AC288705A25F","4 - DARK - LIGHTED ROADWAY","145006750","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","OAKLEY","D - DRIVER","1 - CLEAR","45209",0.15252122181741,260047,39.1546953490388,-84.4263097743181,"Oakley",202657
"21XX CENTRAL PY",39.119953,-84.525489,"51-60","N/A","N/A","12/10/2013 05:58:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"12/10/2013 05:58:00 PM +0000","TUE","F - FEMALE","5 - FATAL","052CC2EF-0F3F-4522-9DD9-BD288A48CB59","4 - DARK - LIGHTED ROADWAY","135012742","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45214",0.173988046062782,700032,39.1210000144559,-84.5257150961681,"Over-The-Rhine",202750
"65XX MONTGOMERY RD",39.18759,-84.414414,"OVER 70","KENNEDY HEIGHTS","KENNEDY  HEIGHTS","12/25/2013 12:10:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"12/25/2013 12:12:00 AM +0000","WED","M - MALE","5 - FATAL","C65D6B01-6BCE-4561-874E-8F69FE99E1F2","4 - DARK - LIGHTED ROADWAY","135013104","7 - SIDESWIPE, SAME DIRECTION","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","KENNEDY HEIGHTS","D - DRIVER","1 - CLEAR","45213",0.0579760566543053,210062,39.1884338047751,-84.4150137277658,"Kennedy Heights",201559
"N I75 AT 5-3 MM",39.160532,-84.526019,"18-25","N/A","N/A","09/29/2013 05:11:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"09/29/2013 05:11:00 AM +0000","SUN","M - MALE","5 - FATAL","10D3D2BB-FB15-4945-B85F-93BB14239AAF","4 - DARK - LIGHTED ROADWAY","135010608","2 - REAR-END","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","2 - CLOUDY","45232",0.00652818324886351,700050,39.161500051118,-84.5257150961118,"Northside",274791
"37XX W 8TH ST",39.107086,-84.573063,"OVER 70","N/A","N/A","12/14/2015 03:23:00 PM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"12/14/2015 03:24:00 PM +0000","MON","M - MALE","5 - FATAL","08A713E6-D2B5-4471-B776-3BD157EE2242","1 - DAYLIGHT","155018301","6 - ANGLE","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","45205",0.188584822881,910026,39.1074963395828,-84.5731585721983,"East Price Hill",273561
"19XX W 8TH ST",39.10442,-84.548781,"41-50","N/A","N/A","12/23/2014 11:53:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"12/23/2014 11:53:00 PM +0000","TUE","F - FEMALE","5 - FATAL","E1D8D8DD-7708-4CAD-9B30-379C2319FE1F","4 - DARK - LIGHTED ROADWAY","145013515","2 - REAR-END","02 - WET","1 - STRAIGHT LEVEL","1 - CONCRETE","N/A","P - PEDESTRIAN","4 - RAIN","45204",0.15892522341334,800025,39.1052506541529,-84.5483072282107,"Lower Price Hill",276431
