"requestid","requesttyp","requestdat","comments","usertype","near_inter","near_str","strsegid","additional_comments","sna_name","srvy_address","geo_address","lat","long","geo_address_type","geo_accuracy","State","County","City","Name","RegionID","dist","cell_id","lat_cell","long_cell","hood","hood_id"
374,"Crosswalk Needed","07/02/2018","People cross here DAILY- needs a crosswalk ASAP.  Closest crosswalk is Corbly one direction and bottom of hill-Redfield/Ranchvale- other direction","drives","BEECHMONT AV & ROXBURY ST","Beechmont Av","4702936513047029394843","Once the stoplight at Corbly turns green THE RACE BEGINS!! Some cars hit near 50mph when they reach this intersection - -  I agree a stoplight or something is needed here!!","Mt. Washington","BEECHMONT AV & ROXBURY ST, Cincinnati, OH, USA","BEECHMONT AV & ROXBURY ST, Cincinnati, OH, USA",39.096207,-84.385962,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.06561551298356,80021,39.0961486250141,-84.3856440263576,"Mt. Washington",274624
374,"Crosswalk Needed","07/02/2018","People cross here DAILY- needs a crosswalk ASAP.  Closest crosswalk is Corbly one direction and bottom of hill-Redfield/Ranchvale- other direction","drives","BEECHMONT AV & ROXBURY ST","Beechmont Av","4702936513047029394843","With the heavy traffic of both vehicles and pedestrians, this intersection NEEDS A STOPLIGHT - More people cross near here than the one at Kroger's exit. This is also a metro bus stop corner with multiple businesses.","Mt. Washington","BEECHMONT AV & ROXBURY ST, Cincinnati, OH, USA","BEECHMONT AV & ROXBURY ST, Cincinnati, OH, USA",39.096207,-84.385962,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.06561551298356,80021,39.0961486250141,-84.3856440263576,"Mt. Washington",274624
374,"Crosswalk Needed","07/02/2018","People cross here DAILY- needs a crosswalk ASAP.  Closest crosswalk is Corbly one direction and bottom of hill-Redfield/Ranchvale- other direction","drives","BEECHMONT AV & ROXBURY ST","Beechmont Av","4702936513047029394843","It's like a game of Frogger- especially at rush hour.","Mt. Washington","BEECHMONT AV & ROXBURY ST, Cincinnati, OH, USA","BEECHMONT AV & ROXBURY ST, Cincinnati, OH, USA",39.096207,-84.385962,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.06561551298356,80021,39.0961486250141,-84.3856440263576,"Mt. Washington",274624
4164,"Crosswalk Needed","23/02/2018","The curb is already prepared for a cross walk","walks","RIDGE AV & BEREDITH PL","Ridge Av","4281590865742818058156","","Pleasant Ridge","RIDGE AV & BEREDITH PL, Cincinnati, OH, USA","RIDGE AV & BEREDITH PL, Cincinnati, OH, USA",39.18799,-84.429535,"locality,political","locality","OH","Hamilton","Cincinnati","Pleasant Ridge","202946",0.115716392974781,270061,39.1861975463565,-84.4285689839155,"Pleasant Ridge",202946
119,"Accessibility issue","07/02/2018","Cars always park and obstruct the ramp that supposed to be for wheel chairs or disable people. Proper signage is needed to keep ramp available to users.","walks","TELFORD ST & SHILOH ST","Telford St","3285475295732755083306","This ramp is one of several in Clifton that are unusable due to negligence by the paving contractor.","Clifton","TELFORD ST & SHILOH ST, Cincinnati, OH, USA","TELFORD ST & SHILOH ST, Cincinnati, OH, USA",39.144763,-84.522249,"locality,political","locality","OH","Hamilton","Cincinnati","Clifton","200052",0.10433377565408,680043,39.1457493826744,-84.521196669849,"Clifton",200052
119,"Accessibility issue","07/02/2018","Cars always park and obstruct the ramp that supposed to be for wheel chairs or disable people. Proper signage is needed to keep ramp available to users.","walks","TELFORD ST & SHILOH ST","Telford St","3285475295732755083306","At the ramp on the east side of Telford at Shiloh, the asphalt in the street at the base of the concrete ramp was never filled in after a portion was removed for the construction of the ramp. As a result the ramp is not usable by wheelchair users.","Clifton","TELFORD ST & SHILOH ST, Cincinnati, OH, USA","TELFORD ST & SHILOH ST, Cincinnati, OH, USA",39.144763,-84.522249,"locality,political","locality","OH","Hamilton","Cincinnati","Clifton","200052",0.10433377565408,680043,39.1457493826744,-84.521196669849,"Clifton",200052
119,"Accessibility issue","07/02/2018","Cars always park and obstruct the ramp that supposed to be for wheel chairs or disable people. Proper signage is needed to keep ramp available to users.","walks","TELFORD ST & SHILOH ST","Telford St","3285475295732755083306","The crosswalk here is in a really weird place to begin with going across Shiloh. I actually had one time where I crossed in the place that I personally feel the crosswalk should be and I ended up almost twisting my ankle.","Clifton","TELFORD ST & SHILOH ST, Cincinnati, OH, USA","TELFORD ST & SHILOH ST, Cincinnati, OH, USA",39.144763,-84.522249,"locality,political","locality","OH","Hamilton","Cincinnati","Clifton","200052",0.10433377565408,680043,39.1457493826744,-84.521196669849,"Clifton",200052
1223,"Accessibility issue","08/02/2018","The hillside is slowly swallowing the sidewalks here, they are overgrown and disappearing under the mud and groundwater.","walks","TARPIS AV & ERIE AV","Erie Av","4242356036142427770934","Agreed, this part of the sidewalk is impassable at times and this is not a place where walkers can safely duck into the road to get around it.","Hyde Park","TARPIS AV & ERIE AV, Cincinnati, OH, USA","TARPIS AV & ERIE AV, Cincinnati, OH, USA",39.157716,-84.389612,"locality,political","locality","OH","Hamilton","Cincinnati","Madisonville","201948",0.191600732818425,100048,39.156904523845,-84.3901624399105,"Madisonville",201948
1223,"Accessibility issue","08/02/2018","The hillside is slowly swallowing the sidewalks here, they are overgrown and disappearing under the mud and groundwater.","walks","TARPIS AV & ERIE AV","Erie Av","4242356036142427770934","agree","Hyde Park","TARPIS AV & ERIE AV, Cincinnati, OH, USA","TARPIS AV & ERIE AV, Cincinnati, OH, USA",39.157716,-84.389612,"locality,political","locality","OH","Hamilton","Cincinnati","Madisonville","201948",0.191600732818425,100048,39.156904523845,-84.3901624399105,"Madisonville",201948
1223,"Accessibility issue","08/02/2018","The hillside is slowly swallowing the sidewalks here, they are overgrown and disappearing under the mud and groundwater.","walks","TARPIS AV & ERIE AV","Erie Av","4242356036142427770934","Agree.","Hyde Park","TARPIS AV & ERIE AV, Cincinnati, OH, USA","TARPIS AV & ERIE AV, Cincinnati, OH, USA",39.157716,-84.389612,"locality,political","locality","OH","Hamilton","Cincinnati","Madisonville","201948",0.191600732818425,100048,39.156904523845,-84.3901624399105,"Madisonville",201948
1223,"Accessibility issue","08/02/2018","The hillside is slowly swallowing the sidewalks here, they are overgrown and disappearing under the mud and groundwater.","walks","TARPIS AV & ERIE AV","Erie Av","4242356036142427770934","Agree
Please clean up shrubs / bushes & make a visible sidewalk safe for all to use!","Hyde Park","TARPIS AV & ERIE AV, Cincinnati, OH, USA","TARPIS AV & ERIE AV, Cincinnati, OH, USA",39.157716,-84.389612,"locality,political","locality","OH","Hamilton","Cincinnati","Madisonville","201948",0.191600732818425,100048,39.156904523845,-84.3901624399105,"Madisonville",201948
1223,"Accessibility issue","08/02/2018","The hillside is slowly swallowing the sidewalks here, they are overgrown and disappearing under the mud and groundwater.","walks","TARPIS AV & ERIE AV","Erie Av","4242356036142427770934","Ice and/or puddles forms regularly one some of the sidewalk making it very hard to pass through.","Hyde Park","TARPIS AV & ERIE AV, Cincinnati, OH, USA","TARPIS AV & ERIE AV, Cincinnati, OH, USA",39.157716,-84.389612,"locality,political","locality","OH","Hamilton","Cincinnati","Madisonville","201948",0.191600732818425,100048,39.156904523845,-84.3901624399105,"Madisonville",201948
1223,"Accessibility issue","08/02/2018","The hillside is slowly swallowing the sidewalks here, they are overgrown and disappearing under the mud and groundwater.","walks","TARPIS AV & ERIE AV","Erie Av","4242356036142427770934","Agree","Hyde Park","TARPIS AV & ERIE AV, Cincinnati, OH, USA","TARPIS AV & ERIE AV, Cincinnati, OH, USA",39.157716,-84.389612,"locality,political","locality","OH","Hamilton","Cincinnati","Madisonville","201948",0.191600732818425,100048,39.156904523845,-84.3901624399105,"Madisonville",201948
1223,"Accessibility issue","08/02/2018","The hillside is slowly swallowing the sidewalks here, they are overgrown and disappearing under the mud and groundwater.","walks","TARPIS AV & ERIE AV","Erie Av","4242356036142427770934","I agree!","Hyde Park","TARPIS AV & ERIE AV, Cincinnati, OH, USA","TARPIS AV & ERIE AV, Cincinnati, OH, USA",39.157716,-84.389612,"locality,political","locality","OH","Hamilton","Cincinnati","Madisonville","201948",0.191600732818425,100048,39.156904523845,-84.3901624399105,"Madisonville",201948
13587,"Accessibility issue","29/04/2018","Sidewalks are overgrown by debris and sliding hillside dirt.","walks","BEECHMONT AV & BRACHMAN AV","HAMILTON AV","3067314339630582152319","I agree. The sidewalk is overgrown and it is difficult for even one person to pass. There are deep canyons next to the sidewalk from neglect and water-someone could be hurt. There isn?\80\99t enough clearance for your head, and poison ivy abounds.","Clifton","BEECHMONT AV & BRACHMAN AV, Cincinnati, OH, USA","BEECHMONT AV & BRACHMAN AV, Cincinnati, OH, USA",39.086292,-84.378554,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.119952201748679,50017,39.0871394683522,-84.378866407262,"Mt. Washington",274624
1960,"Accessibility issue","13/02/2018","The road is not adequate to support two way traffic.","travels (other)","MINOT AV & EDWARDS RD TO I-71 NB RAMP","Minot Av","4067807589340683445839","^That's not what ~Accessibility~ means. They mean accessible to pedestrians who may have physical disabilities. This street is just narrow when cars are parked along both sides. Don't use it as a thoroughfare.","Oakley","MINOT AV & EDWARDS RD TO I-71 NB RAMP, Cincinnati, OH, USA","MINOT AV & EDWARDS RD TO I-71 NB RAMP, Cincinnati, OH, USA",39.152577,-84.434401,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.109127570397876,300046,39.1524538094936,-84.4353466140335,"Oakley",202657
2563,"Accessibility issue","13/02/2018","No ADA curb apron on north side of Odgen and Vine.","walks","E OGDEN PL & VINE ST","W Ogden Pl","3326937672833274036786","","Downtown","E OGDEN PL & VINE ST, Cincinnati, OH, USA","E OGDEN PL & VINE ST, Cincinnati, OH, USA",39.191702,-84.482892,"locality,political","locality","OH","Hamilton","Cincinnati","Carthage","199885",0.120850868009565,510063,39.190736814366,-84.4827900523868,"Carthage",199885
3269,"Accessibility issue","16/02/2018","Corners at Wing need to be widened.  When a vehicle is traveling west on Lehman wanting to turn left on Wing it difficult to make the turn is another vehicle is sitting on Wing waiting to move.","travels (other)","LEHMAN RD & WING ST","Wing St","2874657238828746962738","","East Price Hill","LEHMAN RD & WING ST, Cincinnati, OH, USA","LEHMAN RD & WING ST, Cincinnati, OH, USA",39.11496,-84.557774,"locality,political","locality","OH","Hamilton","Cincinnati","East Price Hill","273561",0.0872449459133909,840029,39.1142497030876,-84.5573440809036,"East Price Hill",273561
3473,"Accessibility issue","18/02/2018","I live here at 6518, all the neighborhood kids who attend Sands have been walking through our yard for years.  I'd like to make it safe and give the public access to a safe route to the school.  Please call 513-685-2329.","walks","RIPPLEWOOD LN & RIPPLEWOOD LN TERM SW OF TRAILWOOD DR","Ripplewood Ln","4705694359850860243914","Yes, students need a safe path to and from school.","Mt. Washington","RIPPLEWOOD LN & RIPPLEWOOD LN TERM SW OF TRAILWOOD DR, Cincinnati, OH, USA","RIPPLEWOOD LN & RIPPLEWOOD LN TERM SW OF TRAILWOOD DR, Cincinnati, OH, USA",39.093675,-84.372723,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.139902777990621,20020,39.0938799211257,-84.3720887899379,"Mt. Washington",274624
3538,"Accessibility issue","19/02/2018","can't reach walk button from wheelchair and otherwise does not get walk signal","uses an assistive device","VANDERCAR WY & MARBURG AV","Marburg Av","4262677763842627738611","","Oakley","VANDERCAR WY & MARBURG AV, Cincinnati, OH, USA","VANDERCAR WY & MARBURG AV, Cincinnati, OH, USA",39.150447,-84.421606,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.0940445102576136,240045,39.150190854327,-84.4217913553196,"Oakley",202657
3540,"Accessibility issue","19/02/2018","sidewalk in front of steak and shake has a raised area, easy to flip in wheelchair","uses an assistive device","ALAMO AV & CALVERT ST","Alamo Av","4263579924742639429181","","Oakley","ALAMO AV & CALVERT ST, Cincinnati, OH, USA","ALAMO AV & CALVERT ST, Cincinnati, OH, USA",39.162628,-84.422,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.118391966290936,240051,39.1636908607461,-84.421791355268,"Oakley",202657
370,"Accessibility issue","07/02/2018","The sidewalk is narrow and homeowners here often leave their recycling and garbage bins out all week","walks","LINWOOD AV & ELLISON AV","Linwood Av","4230932688542312226418","Agree. I frequently have to move the trash/recycling cans when walking with my young kids. It makes us much less likely to go to the square because I worry I?\80\99ll have to let go of a hand or walk around the cans putting us too close to the busy stree","Mt. Lookout","LINWOOD AV & ELLISON AV, Cincinnati, OH, USA","LINWOOD AV & ELLISON AV, Cincinnati, OH, USA",39.133355,-84.434455,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout","274623",0.134771840987532,300038,39.1344537992279,-84.4353466141056,"Hyde Park",201414
370,"Accessibility issue","07/02/2018","The sidewalk is narrow and homeowners here often leave their recycling and garbage bins out all week","walks","LINWOOD AV & ELLISON AV","Linwood Av","4230932688542312226418","agree","Mt. Lookout","LINWOOD AV & ELLISON AV, Cincinnati, OH, USA","LINWOOD AV & ELLISON AV, Cincinnati, OH, USA",39.133355,-84.434455,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout","274623",0.134771840987532,300038,39.1344537992279,-84.4353466141056,"Hyde Park",201414
370,"Accessibility issue","07/02/2018","The sidewalk is narrow and homeowners here often leave their recycling and garbage bins out all week","walks","LINWOOD AV & ELLISON AV","Linwood Av","4230932688542312226418","sidewalk is too narrow, people leave their garbage bins blocking the sidewalk","Mt. Lookout","LINWOOD AV & ELLISON AV, Cincinnati, OH, USA","LINWOOD AV & ELLISON AV, Cincinnati, OH, USA",39.133355,-84.434455,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout","274623",0.134771840987532,300038,39.1344537992279,-84.4353466141056,"Hyde Park",201414
370,"Accessibility issue","07/02/2018","The sidewalk is narrow and homeowners here often leave their recycling and garbage bins out all week","walks","LINWOOD AV & ELLISON AV","Linwood Av","4230932688542312226418","Vehicles run red lights with pedestrians in crosswalk.","Mt. Lookout","LINWOOD AV & ELLISON AV, Cincinnati, OH, USA","LINWOOD AV & ELLISON AV, Cincinnati, OH, USA",39.133355,-84.434455,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout","274623",0.134771840987532,300038,39.1344537992279,-84.4353466141056,"Hyde Park",201414
415,"Accessibility issue","07/02/2018","Vehicles that are coming down from Dana and yielding right onto Victory Parkway cannot see pedestrians crossing the crosswalk there so they never stop.","walks","VICTORY PKWY & DANA AV","Dana Av","3687034419436873004085","","North Avondale - Paddock Hills","VICTORY PKWY & DANA AV, Cincinnati, OH, USA","VICTORY PKWY & DANA AV, Cincinnati, OH, USA",39.138503,-84.454363,"locality,political","locality","OH","Hamilton","Cincinnati","Hyde Park","201414",0.132636436498284,380040,39.1389686299577,-84.4534202995715,"Hyde Park",201414
