street,city,,state,zipCode,lat,long,WalkScore,WalkScoreDesc,BikeScore,BikeScoreDesc,TransitScore,TransitScoreDesc,
SYMMES AVE, Cincinnati,SYMMES AVE Cincinnati,OH,45052,39.121153,-84.498539,61,Somewhat Walkable,Somewhat Bikeable,33,,,
STONEHAVEN DR, Cincinnati,STONEHAVEN DR Cincinnati,OH,0,39.113392,-84.263671,2,Car-Dependent,,,,,
OVERLOOK LN, Cincinnati,OVERLOOK LN Cincinnati,OH,45052,39.105413,-84.597299,31,Car-Dependent,Somewhat Bikeable,33,,,
EDINBURGH PL, Cincinnati,EDINBURGH PL Cincinnati,OH,0,39.29754,-84.463723,25,Car-Dependent,,,,,
TAYLOR AVE, Cincinnati,TAYLOR AVE Cincinnati,OH,45052,39.076966,-84.603546,38,Car-Dependent,Somewhat Bikeable,17,46,Some Transit,
CORDOVA AVE, Cincinnati,CORDOVA AVE Cincinnati,OH,45239,39.210631,-84.55424,49,Car-Dependent,Somewhat Bikeable,39,,,
MARVIN AVE, Cincinnati,MARVIN AVE Cincinnati,OH,45224,39.212784,-84.542605,46,Car-Dependent,,,,,
ASHMORE CT, Cincinnati,ASHMORE CT Cincinnati,OH,45231,39.221151,-84.535826,29,Car-Dependent,,,,,
GALBRAITH RD, Cincinnati,GALBRAITH RD Cincinnati,OH,45231,39.216507,-84.535305,36,Car-Dependent,,,,,
NORMAN AVE, Cincinnati,NORMAN AVE Cincinnati,OH,45231,39.219859,-84.536908,18,Car-Dependent,,,,,
PROSPECT PL, Cincinnati,PROSPECT PL Cincinnati,OH,45231,39.22341,-84.537136,65,Somewhat Walkable,Somewhat Bikeable,39,49,Some Transit,
TELFORD AVE, Cincinnati,TELFORD AVE Cincinnati,OH,45224,39.214555,-84.53957,38,Car-Dependent,,,,,
DORDINE LN, Cincinnati,DORDINE LN Cincinnati,OH,45231,39.22219,-84.541078,2,Car-Dependent,,,,,
BALFOUR LN, Cincinnati,BALFOUR LN Cincinnati,OH,45231,39.222596,-84.543825,51,Somewhat Walkable,,,,,
COLLEGEWOOD LN, Cincinnati,COLLEGEWOOD LN Cincinnati,OH,45231,39.224092,-84.544358,37,Car-Dependent,,,,,
NORTHRIDGE DR, Cincinnati,NORTHRIDGE DR Cincinnati,OH,45231,39.224635,-84.546402,37,Car-Dependent,,,,,
CLOVERNOLL DR, Cincinnati,CLOVERNOLL DR Cincinnati,OH,45231,39.176148,-84.471878,62,Somewhat Walkable,Somewhat Bikeable,47,,,
SOUTHRIDGE LN, Cincinnati,SOUTHRIDGE LN Cincinnati,OH,45231,39.221983,-84.546633,57,Somewhat Walkable,,,,,
GARDENWOOD CT, Cincinnati,GARDENWOOD CT Cincinnati,OH,45231,39.223759,-84.546178,31,Car-Dependent,,,,,
GOODMAN AVE, Cincinnati,GOODMAN AVE Cincinnati,OH,45224,39.216356,-84.54807,72,Very Walkable,,,,,
TREMONT LN, Cincinnati,TREMONT LN Cincinnati,OH,45224,39.127376,-84.54957,37,Car-Dependent,Somewhat Bikeable,11,,,
FLORA AVE, Cincinnati,FLORA AVE Cincinnati,OH,45231,39.221936,-84.549225,72,Very Walkable,,,,,
CENTERRIDGE AVE, Cincinnati,CENTERRIDGE AVE Cincinnati,OH,45231,39.224273,-84.549993,53,Somewhat Walkable,,,,,
DEARMAND AVE, Cincinnati,DEARMAND AVE Cincinnati,OH,45239,39.12743,-84.550804,35,Car-Dependent,Somewhat Bikeable,13,,,
JOSEPH CT, Cincinnati,JOSEPH CT Cincinnati,OH,45231,39.172747,-84.470157,58,Somewhat Walkable,Somewhat Bikeable,47,,,
GOODMAN AVE, Cincinnati,GOODMAN AVE Cincinnati,OH,45239,39.216113,-84.549931,72,Very Walkable,,,,,
SUNDALE AVE, Cincinnati,SUNDALE AVE Cincinnati,OH,45239,39.213663,-84.550776,61,Somewhat Walkable,,,,,
DALLAS AVE, Cincinnati,DALLAS AVE Cincinnati,OH,45239,39.214658,-84.550932,69,Somewhat Walkable,,,,,
IRONWOODS DR, Cincinnati,IRONWOODS DR Cincinnati,OH,0,39.218678,-84.563149,43,Car-Dependent,,,,,
NORCOL LN, Cincinnati,NORCOL LN Cincinnati,OH,45231,39.223742,-84.55189,61,Somewhat Walkable,,,,,
STERLING AVE, Cincinnati,STERLING AVE Cincinnati,OH,45239,39.212929,-84.552316,66,Somewhat Walkable,,,,,
MARILYN LN, Cincinnati,MARILYN LN Cincinnati,OH,45231,39.222929,-84.552077,61,Somewhat Walkable,,,,,
WALTHAM AVE, Cincinnati,WALTHAM AVE Cincinnati,OH,45239,39.212295,-84.552937,63,Somewhat Walkable,,,,,
MARILYN LN, Cincinnati,MARILYN LN Cincinnati,OH,0,39.222938,-84.552189,61,Somewhat Walkable,,,,,
BISING AVE, Cincinnati,BISING AVE Cincinnati,OH,45239,39.220855,-84.553051,63,Somewhat Walkable,,,,,
EMERSON AVE, Cincinnati,EMERSON AVE Cincinnati,OH,45239,39.21155,-84.554382,53,Somewhat Walkable,,,,,
CATALPA AVE, Cincinnati,CATALPA AVE Cincinnati,OH,45239,39.210013,-84.555302,46,Car-Dependent,Somewhat Bikeable,37,,,
ACORN DR, Cincinnati,ACORN DR Cincinnati,OH,45231,39.224002,-84.555406,56,Somewhat Walkable,,,,,
KNOLLRIDGE LN, Cincinnati,KNOLLRIDGE LN Cincinnati,OH,45231,39.223272,-84.555582,56,Somewhat Walkable,,,,,
CARPENTER DR, Cincinnati,CARPENTER DR Cincinnati,OH,45239,39.216592,-84.56062,46,Car-Dependent,,,,,
SAVANNAH AVE, Cincinnati,SAVANNAH AVE Cincinnati,OH,45239,39.211288,-84.554131,53,Somewhat Walkable,Somewhat Bikeable,44,37,Some Transit,
SIMPSON AVE, Cincinnati,SIMPSON AVE Cincinnati,OH,45239,39.211358,-84.560499,66,Somewhat Walkable,,,,,
PARRISH AVE, Cincinnati,PARRISH AVE Cincinnati,OH,45239,39.21146,-84.553228,57,Somewhat Walkable,,,,,
BETTS AVE, Cincinnati,BETTS AVE Cincinnati,OH,45239,39.211985,-84.557271,38,Car-Dependent,,,,,
MEIS AVE, Cincinnati,MEIS AVE Cincinnati,OH,0,39.211889,-84.550325,38,Car-Dependent,Somewhat Bikeable,38,36,Some Transit,
DEVONWOOD DR, Cincinnati,DEVONWOOD DR Cincinnati,OH,45224,39.212216,-84.539084,27,Car-Dependent,Somewhat Bikeable,33,,,
PARK PL, Cincinnati,PARK PL Cincinnati,OH,45239,39.213792,-84.550667,78,Very Walkable,Somewhat Bikeable,44,,,
RICHARD AVE, Cincinnati,RICHARD AVE Cincinnati,OH,45224,39.214303,-84.541481,44,Car-Dependent,,,,,
TARAWA DR, Cincinnati,TARAWA DR Cincinnati,OH,45224,39.215011,-84.543516,46,Car-Dependent,,,,,
SIMPSON AVE, Cincinnati,SIMPSON AVE Cincinnati,OH,0,39.217642,-84.559987,66,Somewhat Walkable,,,,,
BAKE AVE, Cincinnati,BAKE AVE Cincinnati,OH,45239,39.217305,-84.555649,7,Very Walkable,,,,,
TARAWA DR, Cincinnati,TARAWA DR Cincinnati,OH,0,39.216217,-84.543442,46,Car-Dependent,,,,,
ROBVERN DR, Cincinnati,ROBVERN DR Cincinnati,OH,45239,39.21907,-84.564756,3,Car-Dependent,,,,,
PINOAK DR, Cincinnati,PINOAK DR Cincinnati,OH,45239,39.219292,-84.568519,26,Car-Dependent,,,,,
GRACE AVE, Cincinnati,GRACE AVE Cincinnati,OH,45239,39.218256,-84.554438,7,Very Walkable,,,,,
DIANNA DR, Cincinnati,DIANNA DR Cincinnati,OH,45239,39.219227,-84.566283,24,Car-Dependent,,,,,
GILBERT AVE, Cincinnati,GILBERT AVE Cincinnati,OH,45239,39.218631,-84.557072,59,Somewhat Walkable,Somewhat Bikeable,44,46,Some Transit,
KLEINDALE AVE, Cincinnati,KLEINDALE AVE Cincinnati,OH,45231,39.217236,-84.540835,53,Somewhat Walkable,,,,,
LOIS DR, Cincinnati,LOIS DR Cincinnati,OH,45239,39.219184,-84.560962,5,Somewhat Walkable,,,,,
SHAMROCK AVE, Cincinnati,SHAMROCK AVE Cincinnati,OH,45231,39.217012,-84.536892,38,Car-Dependent,,,,,
GLORIA DR, Cincinnati,GLORIA DR Cincinnati,OH,45239,39.219703,-84.562459,43,Car-Dependent,,,,,
NOBLE AVE, Cincinnati,NOBLE AVE Cincinnati,OH,45239,39.219701,-84.558115,61,Somewhat Walkable,,,,,
LABOITEAUX AVE, Cincinnati,LABOITEAUX AVE Cincinnati,OH,45239,39.219261,-84.555901,67,Somewhat Walkable,,,,,
MARBEV DR, Cincinnati,MARBEV DR Cincinnati,OH,45239,39.220268,-84.563639,29,Car-Dependent,,,,,
MULBERRY ST, Cincinnati,MULBERRY ST Cincinnati,OH,45239,39.221307,-84.559123,62,Somewhat Walkable,,,,,
NOBLE CT, Cincinnati,NOBLE CT Cincinnati,OH,45239,39.221842,-84.557921,49,Car-Dependent,,,,,
SALMAR CT, Cincinnati,SALMAR CT Cincinnati,OH,45231,39.222543,-84.546479,57,Somewhat Walkable,,,,,
BOBWOOD AVE, Cincinnati,BOBWOOD AVE Cincinnati,OH,45231,39.223869,-84.551956,61,Somewhat Walkable,,,,,
CARROL AVE, Cincinnati,CARROL AVE Cincinnati,OH,45231,39.21735,-84.535442,45,Car-Dependent,Somewhat Bikeable,4,,,
BOBOLINK DR, Cincinnati,BOBOLINK DR Cincinnati,OH,45231,39.218228,-84.534285,29,Car-Dependent,Somewhat Bikeable,37,32,Some Transit,
SAFFER ST, Cincinnati,SAFFER ST Cincinnati,OH,45225,39.256862,-84.555308,13,Car-Dependent,,,,,
CARLL ST, Cincinnati,CARLL ST Cincinnati,OH,45225,39.134473,-84.547634,4,Car-Dependent,Somewhat Bikeable,2,,,
DENHAM ST, Cincinnati,DENHAM ST Cincinnati,OH,45225,39.135257,-84.547875,4,Car-Dependent,Somewhat Bikeable,2,,,
PULTE ST, Cincinnati,PULTE ST Cincinnati,OH,45225,39.136201,-84.54813,43,Car-Dependent,Somewhat Bikeable,3,,,
ARTHUR PL, Cincinnati,ARTHUR PL Cincinnati,OH,45225,39.13581,-84.560003,15,Car-Dependent,Somewhat Bikeable,8,,,
YOAST AVE, Cincinnati,YOAST AVE Cincinnati,OH,0,39.142009,-84.564617,16,Car-Dependent,Somewhat Bikeable,1,,,
SAFFER ST, Cincinnati,SAFFER ST Cincinnati,OH,45211,39.142954,-84.567844,13,Car-Dependent,,,,,
CAVANAUGH AVE, Cincinnati,CAVANAUGH AVE Cincinnati,OH,45211,39.143344,-84.572705,35,Car-Dependent,Somewhat Bikeable,25,,,
SPRINGGROVE AVE, Cincinnati,SPRINGGROVE AVE Cincinnati,OH,45223,39.109789,-84.507595,94,Walker's Paradise,Bikeable,51,,,
KNOWLTON ST, Cincinnati,KNOWLTON ST Cincinnati,OH,45223,39.161428,-84.530058,46,Car-Dependent,Bikeable,53,,,
PULLAN AVE, Cincinnati,PULLAN AVE Cincinnati,OH,45223,39.166065,-84.53291,51,Somewhat Walkable,Somewhat Bikeable,48,,,
CHASE AVE, Cincinnati,CHASE AVE Cincinnati,OH,45223,39.16315,-84.532734,63,Somewhat Walkable,Bikeable,59,,,
APJONES ST, Cincinnati,APJONES ST Cincinnati,OH,45223,39.165034,-84.534418,63,Somewhat Walkable,Bikeable,54,,,
LUDLOW PL, Cincinnati,LUDLOW PL Cincinnati,OH,45223,39.16242,-84.535005,79,Very Walkable,Bikeable,64,,,
BOYD ST, Cincinnati,BOYD ST Cincinnati,OH,45223,39.160599,-84.534073,73,Very Walkable,Bikeable,64,,,
BERCLIFF AVE, Cincinnati,BERCLIFF AVE Cincinnati,OH,45223,39.16767,-84.5334,47,Car-Dependent,Somewhat Bikeable,38,,,
WEIGOLD AVE, Cincinnati,WEIGOLD AVE Cincinnati,OH,45223,39.166913,-84.533963,58,Somewhat Walkable,Somewhat Bikeable,48,,,
BARVAC AVE, Cincinnati,BARVAC AVE Cincinnati,OH,45223,39.175515,-84.541236,24,Car-Dependent,Somewhat Bikeable,21,,,
SPRINGLAWN AVE, Cincinnati,SPRINGLAWN AVE Cincinnati,OH,45223,39.264893,-84.538342,4,Car-Dependent,,,,,
LINGO ST, Cincinnati,LINGO ST Cincinnati,OH,45223,39.162183,-84.537309,84,Very Walkable,Bikeable,64,,,
NORTHVIEW AVE, Cincinnati,NORTHVIEW AVE Cincinnati,OH,45223,39.173604,-84.540435,24,Car-Dependent,Somewhat Bikeable,14,,,
DONALDSON PL, Cincinnati,DONALDSON PL Cincinnati,OH,45223,39.166418,-84.538371,74,Very Walkable,Bikeable,55,,,
ADDINGHAM PL, Cincinnati,ADDINGHAM PL Cincinnati,OH,45223,39.167081,-84.539257,78,Very Walkable,Bikeable,55,,,
GLENPARKER AVE, Cincinnati,GLENPARKER AVE Cincinnati,OH,45223,39.170774,-84.539526,41,Car-Dependent,Somewhat Bikeable,21,,,
FREDERICK AVE, Cincinnati,FREDERICK AVE Cincinnati,OH,45223,39.171594,-84.544268,55,Somewhat Walkable,Somewhat Bikeable,28,,,
CHASE AVE, Cincinnati,CHASE AVE Cincinnati,OH,0,39.163353,-84.540585,63,Somewhat Walkable,Bikeable,59,,,
ELMORE ST, Cincinnati,ELMORE ST Cincinnati,OH,45223,39.155346,-84.541571,68,Somewhat Walkable,Bikeable,63,,,
OTTE AVE, Cincinnati,OTTE AVE Cincinnati,OH,45223,39.172887,-84.544162,44,Car-Dependent,Somewhat Bikeable,26,,,
VANDALIA AVE, Cincinnati,VANDALIA AVE Cincinnati,OH,45223,39.159703,-84.540323,86,Very Walkable,Bikeable,66,,,
PHILOMENA AVE, Cincinnati,PHILOMENA AVE Cincinnati,OH,45223,39.17237,-84.54542,45,Car-Dependent,Somewhat Bikeable,26,,,
ARGYLE PL, Cincinnati,ARGYLE PL Cincinnati,OH,45223,39.168048,-84.543336,65,Somewhat Walkable,Somewhat Bikeable,45,,,
POWERS ST, Cincinnati,POWERS ST Cincinnati,OH,45223,39.157104,-84.542575,78,Very Walkable,Bikeable,64,,,
BRUCE AVE, Cincinnati,BRUCE AVE Cincinnati,OH,45223,39.167124,-84.54272,39,Car-Dependent,,,,,
COOPER ST, Cincinnati,COOPER ST Cincinnati,OH,45223,39.157753,-84.54222,81,Very Walkable,Bikeable,65,,,
ROCKFORD PL, Cincinnati,ROCKFORD PL Cincinnati,OH,45223,39.17964,-84.543221,17,Car-Dependent,Somewhat Bikeable,9,,,
BLUEROCK ST, Cincinnati,BLUEROCK ST Cincinnati,OH,45223,39.160421,-84.542934,86,Very Walkable,Bikeable,63,,,
HANFIELD ST, Cincinnati,HANFIELD ST Cincinnati,OH,45223,39.162407,-84.544164,82,Very Walkable,Bikeable,61,,,
HOWLAND PL, Cincinnati,HOWLAND PL Cincinnati,OH,45223,39.165568,-84.544956,76,Very Walkable,Bikeable,56,,,
WESTFORK RD, Cincinnati,WESTFORK RD Cincinnati,OH,45223,39.210763,-84.369001,12,Car-Dependent,,,,,
JOWILLIAMS ST, Cincinnati,JOWILLIAMS ST Cincinnati,OH,45223,39.16054,-84.54485,82,Very Walkable,Bikeable,62,,,
MONTEREY CT, Cincinnati,MONTEREY CT Cincinnati,OH,45223,39.175854,-84.547631,27,Car-Dependent,Somewhat Bikeable,14,,,
PELL ST, Cincinnati,PELL ST Cincinnati,OH,45223,39.166214,-84.546082,67,Somewhat Walkable,Bikeable,53,,,
JESTER ST, Cincinnati,JESTER ST Cincinnati,OH,45223,39.163607,-84.54603,77,Very Walkable,Bikeable,57,,,
WASHBURN ST, Cincinnati,WASHBURN ST Cincinnati,OH,45223,39.166728,-84.549914,6,Somewhat Walkable,Somewhat Bikeable,4,,,
KENTUCKY AVE, Cincinnati,KENTUCKY AVE Cincinnati,OH,45223,39.168305,-84.551472,47,Car-Dependent,Somewhat Bikeable,21,,,
FIRTREE CT, Cincinnati,FIRTREE CT Cincinnati,OH,45223,39.174266,-84.546977,35,Car-Dependent,Somewhat Bikeable,18,,,
MILLCREEK RD, Cincinnati,MILLCREEK RD Cincinnati,OH,45223,39.151426,-84.543607,39,Car-Dependent,Somewhat Bikeable,44,,,
DELANEY ST, Cincinnati,DELANEY ST Cincinnati,OH,45223,39.159713,-84.543751,8,Very Walkable,Bikeable,63,,,
CHERRY ST, Cincinnati,CHERRY ST Cincinnati,OH,45223,39.159757,-84.54278,86,Very Walkable,Bikeable,63,,,
JEROME AVE, Cincinnati,JEROME AVE Cincinnati,OH,45223,39.163436,-84.550786,69,Somewhat Walkable,Bikeable,54,,,
WITLER ST, Cincinnati,WITLER ST Cincinnati,OH,45223,39.161567,-84.545305,79,Very Walkable,Bikeable,59,,,
DANE AVE, Cincinnati,DANE AVE Cincinnati,OH,45223,39.160805,-84.532375,65,Somewhat Walkable,Bikeable,6,,,
CHAMBERS ST, Cincinnati,CHAMBERS ST Cincinnati,OH,45223,39.160534,-84.533869,73,Very Walkable,Bikeable,64,,,
FERGUS ST, Cincinnati,FERGUS ST Cincinnati,OH,45223,39.162186,-84.536416,84,Very Walkable,Bikeable,64,,,
GEORGIA AVE, Cincinnati,GEORGIA AVE Cincinnati,OH,45223,39.164131,-84.549622,73,Very Walkable,Bikeable,58,,,
LAKEMAN ST, Cincinnati,LAKEMAN ST Cincinnati,OH,45223,39.162013,-84.544265,82,Very Walkable,Bikeable,61,,,
LANGLAND ST, Cincinnati,LANGLAND ST Cincinnati,OH,45223,39.162126,-84.538346,85,Very Walkable,Bikeable,64,,,
MADANTHONY ST, Cincinnati,MADANTHONY ST Cincinnati,OH,45223,39.161303,-84.535332,79,Very Walkable,Bikeable,64,,,
FLORIDA AVE, Cincinnati,FLORIDA AVE Cincinnati,OH,45223,39.163976,-84.548687,73,Very Walkable,Bikeable,58,,,
APPLE ST, Cincinnati,APPLE ST Cincinnati,OH,45223,39.161806,-84.540824,86,Very Walkable,Bikeable,63,,,
TURRILL ST, Cincinnati,TURRILL ST Cincinnati,OH,45223,39.162146,-84.541493,86,Very Walkable,Bikeable,63,,,
PITTS AVE, Cincinnati,PITTS AVE Cincinnati,OH,45223,39.163433,-84.545611,77,Very Walkable,Bikeable,57,,,
BROOKSIDE AVE, Cincinnati,BROOKSIDE AVE Cincinnati,OH,45223,39.164125,-84.538988,85,Very Walkable,Bikeable,62,,,
WILLIAMSON PL, Cincinnati,WILLIAMSON PL Cincinnati,OH,45223,39.164021,-84.53708,81,Very Walkable,Bikeable,62,,,
BADGELEY AVE, Cincinnati,BADGELEY AVE Cincinnati,OH,45223,39.166093,-84.551421,53,Somewhat Walkable,Somewhat Bikeable,36,,,
HAMILTON AVE, Cincinnati,HAMILTON AVE Cincinnati,OH,45223,39.163996,-84.540326,55,Somewhat Walkable,,,,,
CARLIN ST, Cincinnati,CARLIN ST Cincinnati,OH,45223,39.167742,-84.551867,47,Car-Dependent,Somewhat Bikeable,21,,,
VIRGINIA AVE, Cincinnati,VIRGINIA AVE Cincinnati,OH,45223,39.167476,-84.548937,66,Somewhat Walkable,,,,,
HAYS AVE, Cincinnati,HAYS AVE Cincinnati,OH,45223,39.16462,-84.554702,48,Car-Dependent,Somewhat Bikeable,29,,,
BEECHHILL AVE, Cincinnati,BEECHHILL AVE Cincinnati,OH,45223,39.166086,-84.536604,69,Somewhat Walkable,Bikeable,54,,,
HAIGHT AVE, Cincinnati,HAIGHT AVE Cincinnati,OH,45223,39.167161,-84.539992,78,Very Walkable,Bikeable,55,,,
INNES AVE, Cincinnati,INNES AVE Cincinnati,OH,45223,39.168165,-84.545147,6,Somewhat Walkable,Somewhat Bikeable,42,,,
AMMON AVE, Cincinnati,AMMON AVE Cincinnati,OH,45223,39.164856,-84.554078,36,Car-Dependent,Somewhat Bikeable,32,,,
KIRBY RD, Cincinnati,KIRBY RD Cincinnati,OH,45223,39.170602,-84.546868,5,Somewhat Walkable,Somewhat Bikeable,26,,,
ANTHONY AVE, Cincinnati,ANTHONY AVE Cincinnati,OH,45223,39.172345,-84.546292,45,Car-Dependent,Somewhat Bikeable,26,,,
JANET ST, Cincinnati,JANET ST Cincinnati,OH,45223,39.17192,-84.542556,42,Car-Dependent,Somewhat Bikeable,21,,,
REEMELIN AVE, Cincinnati,REEMELIN AVE Cincinnati,OH,45223,39.174495,-84.551424,7,Car-Dependent,Somewhat Bikeable,4,,,
HOWARD AVE, Cincinnati,HOWARD AVE Cincinnati,OH,45223,39.177982,-84.543548,19,Car-Dependent,Somewhat Bikeable,14,,,
MOLINE CT, Cincinnati,MOLINE CT Cincinnati,OH,45223,39.160918,-84.538553,86,Very Walkable,Bikeable,65,,,
DOVETAIL LN, Cincinnati,DOVETAIL LN Cincinnati,OH,45223,39.179539,-84.540398,13,Car-Dependent,Somewhat Bikeable,9,,,
ARBOR PL, Cincinnati,ARBOR PL Cincinnati,OH,45208,39.148467,-84.445698,76,Very Walkable,,,,,
BEECH ST, Cincinnati,BEECH ST Cincinnati,OH,45212,39.172385,-84.501699,44,Car-Dependent,,,,,
BOSWORTH PL, Cincinnati,BOSWORTH PL Cincinnati,OH,45212,39.174555,-84.44307,5,Somewhat Walkable,Somewhat Bikeable,31,,,
CLENEAY AVE, Cincinnati,CLENEAY AVE Cincinnati,OH,45212,39.1487,-84.470253,61,Somewhat Walkable,Bikeable,5,,,
LYSLE LN, Cincinnati,LYSLE LN Cincinnati,OH,45212,39.10306,-84.509277,98,Walker's Paradise,Bikeable,54,,,
SHERMAN AVE, Cincinnati,SHERMAN AVE Cincinnati,OH,45212,39.161381,-84.46773,52,Somewhat Walkable,Somewhat Bikeable,39,,,
HOPKINS AVE, Cincinnati,HOPKINS AVE Cincinnati,OH,45212,39.157013,-84.470544,44,Car-Dependent,Somewhat Bikeable,31,,,
CLEVLAND AVE, Cincinnati,CLEVLAND AVE Cincinnati,OH,45212,39.160606,-84.468165,48,Car-Dependent,,,,,
MILLS AVE, Cincinnati,MILLS AVE Cincinnati,OH,45212,39.251182,-84.549988,14,Car-Dependent,,,,,
LINCOLN AVE, Cincinnati,LINCOLN AVE Cincinnati,OH,45212,39.159268,-84.467931,74,Very Walkable,Bikeable,52,55,Good Transit,
COURTLAND AVE, Cincinnati,COURTLAND AVE Cincinnati,OH,45212,39.158226,-84.468737,54,Somewhat Walkable,,,,,
WEYER AVE, Cincinnati,WEYER AVE Cincinnati,OH,45212,39.157306,-84.468279,54,Somewhat Walkable,,,,,
CLEVELAND AVE, Cincinnati,CLEVELAND AVE Cincinnati,OH,45212,39.160397,-84.465053,66,Somewhat Walkable,Somewhat Bikeable,41,51,Good Transit,
WILLIAMS AVE, Cincinnati,WILLIAMS AVE Cincinnati,OH,45212,39.152837,-84.465887,67,Somewhat Walkable,,,,,
MAPLE AVE, Cincinnati,MAPLE AVE Cincinnati,OH,45212,39.16402,-84.466162,74,Very Walkable,Somewhat Bikeable,44,51,Good Transit,
ELM AVE, Cincinnati,ELM AVE Cincinnati,OH,45212,39.162797,-84.465417,5,Somewhat Walkable,Somewhat Bikeable,46,,,
TILDEN AVE, Cincinnati,TILDEN AVE Cincinnati,OH,45212,39.116834,-84.535656,62,Somewhat Walkable,Bikeable,6,,,
MENTOR AVE, Cincinnati,MENTOR AVE Cincinnati,OH,45212,39.151658,-84.463973,76,Very Walkable,,,,,
WAVERLY AVE, Cincinnati,WAVERLY AVE Cincinnati,OH,45212,39.153562,-84.46383,75,Very Walkable,,,,,
HUDSON AVE, Cincinnati,HUDSON AVE Cincinnati,OH,45212,39.149313,-84.463428,54,Somewhat Walkable,Somewhat Bikeable,4,46,Some Transit,
LEXINGTON AVE, Cincinnati,LEXINGTON AVE Cincinnati,OH,45212,39.147291,-84.46321,54,Somewhat Walkable,Somewhat Bikeable,48,5,Good Transit,
WORTH AVE, Cincinnati,WORTH AVE Cincinnati,OH,45212,39.17374,-84.458209,65,Somewhat Walkable,,,,,
DALE RD, Cincinnati,DALE RD Cincinnati,OH,45212,39.176687,-84.458489,55,Somewhat Walkable,Somewhat Bikeable,45,41,Some Transit,
CROWN AVE, Cincinnati,CROWN AVE Cincinnati,OH,45212,39.140351,-84.464292,51,Somewhat Walkable,Somewhat Bikeable,38,,,
FORAKER AVE, Cincinnati,FORAKER AVE Cincinnati,OH,45212,39.164617,-84.457611,74,Very Walkable,,,,,
LAWRENCE AVE, Cincinnati,LAWRENCE AVE Cincinnati,OH,45212,39.159657,-84.4582,86,Very Walkable,,,,,
LAWN AVE, Cincinnati,LAWN AVE Cincinnati,OH,45212,39.169482,-84.455413,31,Car-Dependent,Somewhat Bikeable,36,43,Some Transit,
QUATMAN AVE, Cincinnati,QUATMAN AVE Cincinnati,OH,45212,39.174795,-84.454732,6,Somewhat Walkable,,,,,
CAMERON AVE, Cincinnati,CAMERON AVE Cincinnati,OH,45212,39.154554,-84.459866,83,Very Walkable,,,,,
SLANE AVE, Cincinnati,SLANE AVE Cincinnati,OH,45212,39.153672,-84.460425,79,Very Walkable,,,,,
HANNAFORD AVE, Cincinnati,HANNAFORD AVE Cincinnati,OH,45212,39.171558,-84.453918,72,Very Walkable,,,,,
CATHEDRAL AVE, Cincinnati,CATHEDRAL AVE Cincinnati,OH,45212,39.173723,-84.454169,65,Somewhat Walkable,,,,,
RONDA AVE, Cincinnati,RONDA AVE Cincinnati,OH,45212,39.176099,-84.451841,55,Somewhat Walkable,,,,,
KENILWORTH AVE, Cincinnati,KENILWORTH AVE Cincinnati,OH,45212,39.158468,-84.451011,82,Very Walkable,,,,,
ADAMS AVE, Cincinnati,ADAMS AVE Cincinnati,OH,45212,39.15804,-84.454396,83,Very Walkable,,,,,
DREX AVE, Cincinnati,DREX AVE Cincinnati,OH,45212,39.172549,-84.451685,65,Somewhat Walkable,,,,,
WASHINGTON AVE, Cincinnati,WASHINGTON AVE Cincinnati,OH,45212,39.215327,-84.48208,48,Car-Dependent,Somewhat Bikeable,39,47,Some Transit,
MONROE AVE, Cincinnati,MONROE AVE Cincinnati,OH,45212,39.156041,-84.456874,59,Somewhat Walkable,,,,,
GLENSIDE AVE, Cincinnati,GLENSIDE AVE Cincinnati,OH,45212,39.17543,-84.452556,59,Somewhat Walkable,,,,,
BUXTON AVE, Cincinnati,BUXTON AVE Cincinnati,OH,45212,39.167905,-84.452135,68,Somewhat Walkable,,,,,
PARK AVE, Cincinnati,PARK AVE Cincinnati,OH,45212,39.159558,-84.452216,85,Very Walkable,,,,,
FELDMAN AVE, Cincinnati,FELDMAN AVE Cincinnati,OH,45212,39.17061,-84.452229,7,Somewhat Walkable,,,,,
JEFFERSON AVE, Cincinnati,JEFFERSON AVE Cincinnati,OH,45212,39.156283,-84.453985,94,Walker's Paradise,Bikeable,59,56,Good Transit,
NORWOOD AVE, Cincinnati,NORWOOD AVE Cincinnati,OH,45212,39.164445,-84.451302,72,Very Walkable,,,,,
HARPER AVE, Cincinnati,HARPER AVE Cincinnati,OH,45212,39.165415,-84.450522,72,Very Walkable,,,,,
HIGHLAND AVE, Cincinnati,HIGHLAND AVE Cincinnati,OH,45212,39.122497,-84.503369,78,Very Walkable,Somewhat Bikeable,45,56,Good Transit,
MORTON AVE, Cincinnati,MORTON AVE Cincinnati,OH,45212,39.126011,-84.55844,47,Car-Dependent,Somewhat Bikeable,16,,,
SHANMOOR AVE, Cincinnati,SHANMOOR AVE Cincinnati,OH,45212,39.151182,-84.454267,61,Somewhat Walkable,,,,,
MADISON AVE, Cincinnati,MADISON AVE Cincinnati,OH,45212,39.138568,-84.45416,6,Somewhat Walkable,,,,,
ROBERTSON AVE, Cincinnati,ROBERTSON AVE Cincinnati,OH,45212,39.15725,-84.447109,68,Somewhat Walkable,,,,,
DUCKCREEK RD, Cincinnati,DUCKCREEK RD Cincinnati,OH,45212,39.148191,-84.451178,54,Somewhat Walkable,Somewhat Bikeable,4,46,Some Transit,
